"","y11b224","y11b225","w11edu","sampid","y11g101","y11a034","y11a065","y11a080","y11b308","y11b156z","y11b161","w11type","y11f310","y11g500","y11b22","y11g7"
"97",1,3000,4,292,1,NA,NA,NA,1,4,1,5,3,2,52,4000
"98",2,150,4,296,1,NA,NA,NA,2,2,2,5,2,2,3,7000
"99",2,140,4,312,1,7,1,5,2,0,1,5,1,2,45,3600
"100",2,150,4,313,1,NA,NA,NA,1,1,1,5,1,2,40,2000
"101",NA,NA,4,315,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,2500
"102",2,160,4,319,1,NA,NA,NA,1,6,1,5,9090909,2,40,2400
"103",1,1900,4,320,1,NA,NA,NA,2,0,1,5,4,2,40,2400
"104",NA,NA,4,328,2,NA,NA,NA,NA,NA,NA,6,4,1,NA,4000
"105",2,250,4,333,2,NA,NA,NA,1,2,1,5,1,2,40,3000
"106",2,210,4,338,1,NA,NA,NA,1,0,1,5,1,2,45,2800
"107",1,4000,4,360,2,NA,NA,NA,1,0,1,5,4,2,52,4000
"108",1,3500,4,361,2,NA,NA,NA,1,4,1,5,3,2,42,3800
"109",1,7000,4,362,2,NA,NA,NA,1,0,1,5,3,1,50,5000
"110",2,350,4,363,1,NA,NA,NA,1,3,1,5,1,2,54,4000
"111",2,250,4,375,1,NA,NA,NA,1,0,1,5,1,2,40,3000
"112",NA,NA,4,385,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,3000
"113",NA,NA,4,386,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,4000
"114",1,8000,4,387,1,NA,NA,NA,1,8,1,5,1,2,40,5000
"115",2,180,4,389,1,NA,NA,NA,1,4,1,5,1,2,60,3000
"116",2,200,4,390,1,NA,NA,NA,1,0,1,5,1,2,48,3000
"117",2,300,4,391,1,NA,NA,NA,1,0,1,5,1,2,40,3000
"118",5,0.7,4,396,1,NA,NA,NA,1,8,1,5,2,2,50,2700
"119",1,3400,4,405,2,NA,NA,NA,1,3,1,5,2,1,40,3600
"120",1,3000,4,410,1,NA,NA,NA,1,0,1,5,2,2,40,3000
"121",1,3100,4,411,1,NA,NA,NA,1,0,1,5,2,2,40,3000
"122",1,2400,4,414,1,NA,NA,NA,1,2,1,5,2,2,40,2400
"123",1,3000,5,416,2,NA,NA,NA,1,2,1,5,2,1,40,3000
"124",NA,NA,4,419,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,3600
"125",1,3000,4,421,1,NA,NA,NA,1,0,1,5,2,2,40,3000
"126",NA,NA,4,422,1,4,1,5,NA,NA,NA,3,4,2,NA,NA
"127",1,4000,4,424,1,NA,NA,NA,1,0,1,5,2,2,40,3600
"128",2,200,4,425,1,NA,NA,NA,1,4,1,5,2,2,40,2400
"129",1,2900,4,426,1,NA,NA,NA,1,2,1,5,2,2,40,3000
"130",1,2400,4,429,2,NA,NA,NA,1,0,1,5,2,2,40,2400
"131",1,2400,5,442,1,NA,NA,NA,1,3,1,5,2,2,40,3000
"132",1,4000,4,445,1,NA,NA,NA,1,0,1,5,2,2,40,3600
"133",1,1600,4,450,1,NA,NA,NA,1,0,1,5,2,2,40,2000
"134",1,4800,4,458,2,NA,NA,NA,1,1,1,5,2,1,40,4000
"135",1,4000,4,459,1,NA,NA,NA,1,3,1,5,2,2,40,4000
"136",2,160,4,462,1,NA,NA,NA,2,4,1,5,2,2,45,2400
"137",2,200,4,470,2,NA,NA,NA,NA,6,5,5,2,1,12,3500
"138",9090908,9090908,4,472,1,NA,NA,NA,1,4,1,5,1,2,44,4000
"139",9090908,9090908,4,473,1,NA,NA,NA,1,5,1,5,1,2,40,5000
"140",2,250,4,474,2,NA,NA,NA,1,0,1,5,2,2,51,3000
"141",NA,NA,4,478,1,NA,NA,NA,NA,NA,NA,6,3,2,NA,4000
"142",2,150,4,479,1,NA,NA,NA,1,0,1,5,2,2,49,3000
"143",1,3200,4,482,1,NA,NA,NA,1,0,1,5,1,2,38,3000
"144",1,4500,4,483,1,NA,NA,NA,1,0,1,5,1,2,42,5000
"145",NA,NA,5,491,2,NA,NA,NA,NA,NA,NA,6,3,2,NA,3000
"146",9090908,9090908,4,493,2,NA,NA,NA,NA,1,5,5,1,1,45,8000
"147",2,9090908,4,494,1,NA,NA,NA,NA,5,5,5,2,2,60,5000
"148",2,200,4,495,1,NA,NA,NA,1,0,1,5,2,2,40,3000
"149",9090908,9090908,4,496,2,NA,NA,NA,1,2,1,5,1,2,40,4000
"150",2,9090908,5,497,2,NA,NA,NA,1,3,1,5,2,1,40,3500
"151",1,5000,4,498,2,NA,NA,NA,1,0,1,5,1,1,43,5000
"152",9090908,9090908,5,503,2,NA,NA,NA,1,1,1,5,1,1,42,5000
"153",2,200,4,509,1,NA,NA,NA,1,6,1,5,4,2,51,2500
"154",1,4000,4,512,1,NA,NA,NA,1,1,1,5,2,2,43,5000
"155",1,2700,4,515,1,NA,NA,NA,1,0,1,5,2,2,40,3000
"156",1,2500,4,516,1,NA,NA,NA,1,0,1,5,2,2,40,3000
"157",1,9090908,5,517,1,NA,NA,NA,1,1,1,5,1,2,40,9090909
"158",NA,NA,4,518,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2500
"159",NA,NA,4,521,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,3000
"160",1,2400,4,523,1,NA,NA,NA,1,1,1,5,3,2,45,3000
"161",NA,NA,4,527,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,3000
"162",1,4000,4,529,2,NA,NA,NA,2,6,1,5,2,1,52,3000
"163",1,3600,4,530,1,NA,NA,NA,1,1,1,5,3,2,43,3000
"164",NA,NA,4,531,1,NA,NA,NA,NA,NA,NA,6,3,2,NA,2400
"165",NA,NA,NA,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",1,8000,4,537,2,NA,NA,NA,1,0,1,5,4,1,44,5000
"167",NA,NA,4,538,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,3000
"168",NA,NA,4,539,2,NA,NA,NA,NA,NA,NA,6,3,2,NA,2800
"169",1,2800,4,540,1,NA,NA,NA,1,1,1,5,2,2,43,2200
"170",NA,NA,4,542,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2000
"171",1,3700,4,544,1,NA,NA,NA,1,2,1,5,4,2,45,3000
"172",1,4000,4,545,2,NA,NA,NA,1,2,1,5,2,1,43,3800
"173",NA,NA,4,553,1,NA,NA,NA,NA,NA,NA,6,4,2,NA,2500
"174",NA,NA,4,555,1,5,2,5,NA,NA,NA,4,4,2,NA,NA
"175",1,3600,4,556,1,NA,NA,NA,1,6,1,5,2,2,48,3600
"176",1,4500,4,557,1,NA,NA,NA,1,1,1,5,4,2,43,3600
"177",NA,NA,4,558,2,NA,NA,NA,NA,NA,NA,6,2,2,NA,2800
"178",1,4500,4,561,1,NA,NA,NA,1,1,1,5,2,2,45,4000
"179",1,2600,4,562,1,NA,NA,NA,1,4,1,5,1,2,45,2400
"180",1,5700,5,564,2,NA,NA,NA,1,2,1,5,2,2,42,5000
"181",1,8000,5,565,1,NA,NA,NA,1,3,1,5,2,2,42,6000
"182",2,250,4,567,1,NA,NA,NA,2,1,1,5,2,2,43,2500
"183",NA,NA,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",1,4200,4,572,1,NA,NA,NA,1,1,1,5,2,2,50,3600
"185",1,2400,4,573,1,NA,NA,NA,1,0,1,5,1,2,45,2000
"186",1,4500,4,574,1,NA,NA,NA,1,1,1,5,4,2,43,3600
"187",2,250,4,576,1,NA,NA,NA,2,0,1,5,4,2,42,3000
"188",NA,NA,NA,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",NA,NA,NA,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",NA,NA,4,580,1,NA,NA,NA,NA,NA,NA,6,4,2,NA,2800
"191",1,2800,4,582,1,NA,NA,NA,1,4,1,5,1,2,52,2000
"192",1,4000,4,583,1,NA,NA,NA,NA,0,5,5,2,2,65,3600
"193",NA,NA,NA,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",1,2500,4,587,1,NA,NA,NA,1,3,1,5,4,2,43,2000
"195",1,4100,4,591,1,NA,NA,NA,1,1,1,5,2,2,52,3000
"196",1,3000,4,592,1,NA,NA,NA,1,1,1,5,3,2,45,2400
"197",NA,NA,4,593,1,NA,NA,NA,NA,NA,NA,6,3,2,NA,3000
"198",1,2500,4,597,1,NA,NA,NA,1,0,1,5,4,2,40,1800
"199",1,3600,5,599,1,NA,NA,NA,1,4,1,5,2,2,40,3000
"200",NA,NA,4,601,2,4,3,5,NA,NA,NA,4,2,2,NA,NA
"201",1,2200,4,602,1,NA,NA,NA,1,1,1,5,2,2,43,2000
"202",NA,NA,4,604,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2000
"203",1,3600,4,606,2,NA,NA,NA,1,2,1,5,3,2,43,3000
"204",1,7500,4,609,2,NA,NA,NA,1,6,1,5,2,1,45,6000
"205",1,4200,4,611,2,NA,NA,NA,1,0,1,5,2,2,45,4000
"206",NA,NA,4,612,1,NA,NA,NA,NA,NA,NA,6,3,2,NA,2800
"207",1,3400,4,613,1,NA,NA,NA,1,0,1,5,2,2,45,2400
"208",NA,NA,4,614,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,3000
"209",1,5000,4,620,2,NA,NA,NA,1,4,1,5,2,1,40,2500
"210",1,3600,4,623,2,NA,NA,NA,1,1,1,5,1,1,41,2500
"211",1,7000,4,626,2,NA,NA,NA,1,6,1,5,2,2,42,3000
"212",1,4000,4,628,2,NA,NA,NA,1,0,1,5,2,1,45,3000
"213",NA,NA,4,629,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2500
"214",NA,NA,4,636,2,NA,NA,NA,NA,NA,NA,6,2,2,NA,2500
"215",1,6500,5,651,2,NA,NA,NA,1,0,1,5,2,2,40,2500
"216",1,4000,4,658,2,NA,NA,NA,1,1,1,5,2,1,41,2500
"217",1,3800,4,660,2,NA,NA,NA,1,3,1,5,1,2,60,3360
"218",1,2900,4,661,1,NA,NA,NA,2,2,1,5,2,2,40,2000
"219",1,3000,4,662,1,NA,NA,NA,1,0,1,5,2,2,40,2500
"220",1,3800,4,663,2,NA,NA,NA,1,2,1,5,2,1,42,2500
"221",1,4000,4,666,1,NA,NA,NA,1,0,1,5,2,2,40,2500
"222",NA,NA,4,667,1,4,1,5,NA,NA,NA,4,4,2,NA,NA
"223",2,170,4,668,1,NA,NA,NA,1,4,1,5,2,2,40,2000
"224",1,3400,4,670,1,NA,NA,NA,1,6,1,5,1,2,42,2000
"225",2,300,4,677,1,NA,NA,NA,NA,5,4,5,2,2,40,2500
"226",NA,NA,4,680,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2400
"227",2,250,5,681,1,NA,NA,NA,2,2,2,5,2,2,40,2500
"228",1,3100,4,682,1,NA,NA,NA,1,6,1,5,2,2,40,2500
"229",1,4800,4,688,2,NA,NA,NA,1,0,1,5,2,1,52,3000
"230",NA,NA,4,690,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2400
"231",1,3000,4,696,1,NA,NA,NA,1,1,1,5,1,2,45,2400
"232",1,4500,4,697,1,NA,NA,NA,1,1,1,5,2,2,41,2500
"233",NA,NA,4,703,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2000
"234",1,4650,5,705,2,NA,NA,NA,1,2,1,5,1,2,40,3000
"235",1,2600,4,715,1,NA,NA,NA,1,0,1,5,2,2,45,3000
"236",2,210,4,717,2,NA,NA,NA,2,0,1,5,2,2,40,2500
"237",2,1700,4,719,2,NA,NA,NA,1,2,1,5,1,2,60,3200
"238",1,5200,4,721,2,NA,NA,NA,1,0,1,5,1,2,50,6000
"239",2,170,4,723,1,NA,NA,NA,1,0,1,5,2,2,45,2400
"240",2,700,4,724,2,NA,NA,NA,1,0,1,5,1,1,44,7000
"241",1,2400,4,727,1,NA,NA,NA,1,0,1,5,3,2,40,2600
"242",1,7200,4,729,2,NA,NA,NA,1,0,1,5,1,1,50,7200
"243",1,4500,4,732,1,NA,NA,NA,1,1,1,5,2,2,50,5000
"244",1,3000,4,735,1,NA,NA,NA,1,0,1,5,2,2,50,10000
"245",NA,NA,4,737,2,NA,NA,NA,NA,NA,NA,6,3,2,NA,1200
"246",NA,NA,4,738,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2400
"247",1,3500,4,741,1,NA,NA,NA,1,2,1,5,1,2,40,3600
"248",NA,NA,4,744,1,NA,NA,NA,NA,NA,NA,6,3,2,NA,3600
"249",2,250,4,746,1,NA,NA,NA,1,0,1,5,2,2,40,2600
"250",2,300,4,747,1,NA,NA,NA,1,0,1,5,1,2,40,3500
"251",2,80,4,750,2,NA,NA,NA,NA,2,5,5,2,1,9,1500
"252",NA,NA,NA,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",NA,NA,4,760,1,4,1,5,NA,NA,NA,4,6,2,NA,NA
"254",2,500,4,766,2,NA,NA,NA,NA,0,4,5,1,1,50,10000
"255",2,200,4,769,2,NA,NA,NA,1,3,1,5,2,1,40,3000
"256",2,250,4,770,2,NA,NA,NA,1,0,1,5,1,1,40,3300
"257",NA,NA,4,771,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,3000
"258",NA,NA,4,772,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,3000
"259",1,3000,5,773,2,NA,NA,NA,1,1,1,5,3,2,40,3000
"260",1,3700,4,777,2,NA,NA,NA,1,0,1,5,2,2,40,3600
"261",2,230,4,778,2,NA,NA,NA,1,0,1,5,2,1,40,3000
"262",2,170,4,779,1,NA,NA,NA,1,0,1,5,2,2,44,2000
"263",NA,NA,4,780,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2400
"264",1,2400,4,784,1,NA,NA,NA,1,0,1,5,2,2,40,2400
"265",1,2000,4,785,1,NA,NA,NA,1,1,1,5,2,2,40,2000
"266",1,3000,4,786,1,NA,NA,NA,1,1,1,5,2,2,40,3000
"267",1,2400,4,787,2,NA,NA,NA,1,4,1,5,2,2,40,2400
"268",1,2400,4,788,2,NA,NA,NA,1,0,1,5,2,2,40,2400
"269",1,4000,4,791,1,NA,NA,NA,1,1,1,5,2,2,40,4000
"270",NA,NA,5,792,1,4,1,5,NA,NA,NA,4,4,2,NA,NA
"271",2,350,4,793,2,NA,NA,NA,1,0,1,5,2,2,48,2500
"272",2,210,4,798,1,NA,NA,NA,1,2,1,5,2,2,40,1600
"273",NA,NA,4,799,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2000
"274",NA,NA,4,805,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,3000
"275",2,210,4,807,1,NA,NA,NA,1,0,1,5,3,2,40,2000
"276",NA,NA,4,810,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,1900
"277",NA,NA,4,811,1,4,1,5,NA,NA,NA,4,5,2,NA,NA
"278",NA,NA,4,812,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2000
"279",2,9090908,4,814,1,NA,NA,NA,1,4,1,5,2,2,40,2000
"280",2,280,4,815,1,NA,NA,NA,1,0,1,5,2,2,40,1900
"281",NA,NA,4,816,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,3000
"282",2,320,4,819,1,NA,NA,NA,1,0,1,5,2,2,40,2400
"283",NA,NA,5,820,1,4,1,5,NA,NA,NA,4,4,2,NA,NA
"284",2,230,4,822,1,NA,NA,NA,1,0,1,5,2,2,40,2000
"285",2,230,4,828,1,NA,NA,NA,1,3,1,5,2,2,40,1700
"286",2,9090908,4,829,1,NA,NA,NA,1,0,1,5,2,2,40,2000
"287",2,250,5,833,2,NA,NA,NA,NA,2,5,5,2,1,30,2500
"288",2,40,4,835,1,NA,NA,NA,NA,4,5,5,1,2,40,2400
"289",2,210,4,836,1,NA,NA,NA,1,1,1,5,2,2,40,1600
"290",2,9090908,5,846,2,NA,NA,NA,2,2,2,5,2,1,48,2400
"291",NA,NA,4,848,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2000
"292",2,320,4,854,1,NA,NA,NA,1,1,1,5,2,2,40,2000
"293",NA,NA,5,855,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2000
"294",1,3000,4,863,1,NA,NA,NA,1,0,1,5,2,2,44,2000
"295",NA,NA,4,864,2,NA,NA,NA,NA,NA,NA,6,3,1,NA,9090908
"296",1,5120,4,865,2,NA,NA,NA,1,1,1,5,2,2,40,7000
"297",1,4000,4,873,1,NA,NA,NA,1,6,1,5,3,2,45,3000
"298",1,2200,4,878,1,NA,NA,NA,1,2,1,5,1,2,44,2000
"299",1,3000,4,879,1,NA,NA,NA,1,1,1,5,2,2,45,2400
"300",1,2800,4,882,2,NA,NA,NA,1,0,1,5,1,1,40,2500
"301",1,5000,4,883,2,NA,NA,NA,1,0,1,5,1,1,50,3000
"302",1,4500,5,884,2,NA,NA,NA,NA,9,5,5,1,1,50,4000
"303",1,2600,5,885,2,NA,NA,NA,1,0,1,5,1,1,40,1500
"304",NA,NA,4,887,2,NA,NA,NA,NA,NA,NA,6,3,2,NA,2000
"305",1,4000,5,889,1,NA,NA,NA,1,0,1,5,2,2,40,3500
"306",1,2500,4,890,1,NA,NA,NA,1,2,1,5,2,2,48,2000
"307",NA,NA,4,894,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,1800
"308",2,310,4,895,2,NA,NA,NA,1,1,1,5,1,1,50,5000
"309",2,180,4,902,1,NA,NA,NA,1,0,1,5,1,2,40,3000
"310",NA,NA,4,909,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2100
"311",NA,NA,4,912,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,3400
"312",1,7000,5,913,2,NA,NA,NA,1,1,1,5,1,1,45,4000
"313",1,4800,4,914,2,NA,NA,NA,1,6,1,5,2,1,55,1800
"314",NA,NA,4,917,1,2,1,5,NA,NA,NA,4,4,2,NA,NA
"315",2,300,4,919,1,NA,NA,NA,2,2,1,5,1,2,36,2000
"316",NA,NA,4,920,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,1500
"317",1,2200,4,921,1,NA,NA,NA,1,0,1,5,2,2,40,1500
"318",1,3200,4,923,2,NA,NA,NA,1,0,1,5,2,1,45,1800
"319",NA,NA,4,932,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,1500
"320",NA,NA,4,935,1,NA,NA,NA,NA,NA,NA,6,3,2,NA,2000
"321",2,300,4,938,2,NA,NA,NA,1,2,1,5,2,1,40,2000
"322",1,2800,4,941,1,NA,NA,NA,1,4,1,5,1,2,120,4000
"323",NA,NA,4,942,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,6500
"324",1,3000,4,943,1,NA,NA,NA,1,2,1,5,1,2,46,5000
"325",2,120,4,945,1,4,1,5,1,1,1,5,4,2,40,2400
"326",NA,NA,4,947,2,NA,NA,NA,NA,NA,NA,6,1,2,NA,1500
"327",1,3000,4,948,1,NA,NA,NA,1,0,1,5,1,2,48,1800
"328",2,320,4,952,2,NA,NA,NA,1,0,1,5,1,1,45,2500
"329",NA,NA,4,953,1,NA,NA,NA,NA,NA,NA,6,5,2,NA,3600
"330",1,9090908,5,954,1,NA,NA,NA,2,99,2,5,3,2,18181816,2500
"331",4,6,4,955,1,NA,NA,NA,2,99,2,5,6,2,9090908,2400
"332",1,4300,5,957,1,NA,NA,NA,1,1,1,5,1,2,50,3000
"333",NA,NA,NA,958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",1,2500,4,959,1,NA,NA,NA,1,0,1,5,2,2,40,1800
